0004a30b0020096f,-97,9.5,868300000,5,9,1,"0,0,0",2019-04-17 15:34:38.106000
0004a30b0020096f,-95,9.3,868100000,5,10,1,"0,0,0",2019-04-17 15:34:50.472773
0004a30b0020096f,-115,-10.5,868500000,0,4,1,"0,0,0",2019-04-17 16:24:30.290792
0004a30b0020096f,-111,0.3,868100000,5,0,1,ping,2019-04-17 18:23:35.942513
0004a30b0020096f,-108,0,868300000,5,1,1,"0,0,0",2019-04-17 18:23:40.737822
0004a30b0020096f,-109,-2.5,868500000,5,2,1,"0,0,0",2019-04-17 18:23:44.852637
0004a30b0020096f,-114,-8.8,868500000,4,3,1,"0,0,0",2019-04-17 18:24:01.749373
0004a30b0020096f,-114,-3,868100000,5,4,1,"0,0,0",2019-04-17 18:24:13.726779
0004a30b0020096f,-114,-4,868100000,5,1,1,"0,0,0",2019-04-17 18:25:32.539591
0004a30b0020096f,-113,-4.8,868500000,5,2,1,"0,0,0",2019-04-17 18:25:36.703014
0004a30b0020096f,-113,-5.3,868100000,1,4,1,"0,0,0",2019-04-17 18:28:56.379961
0004a30b0020096f,-109,-8,868300000,1,5,1,"0,0,0",2019-04-17 18:30:20.025970
0004a30b0020096f,-111,-1.5,868500000,0,6,1,"0,0,0",2019-04-17 18:32:34.701578
0004a30b0020096f,-106,6.8,868100000,5,7,1,"0,0,0",2019-04-17 18:32:41.663934
0004a30b0020096f,-114,-1.5,868100000,5,8,1,"0,0,0",2019-04-17 18:32:58.120796
0004a30b0020096f,-113,-1.5,868100000,5,9,1,"0,0,0",2019-04-17 18:33:20.131276
0004a30b0020096f,-114,-10.3,868100000,4,11,1,"0,0,0",2019-04-17 18:34:33.620013
0004a30b0020096f,-115,-13.5,868100000,3,12,1,"0,0,0",2019-04-17 18:35:01.933406
0004a30b0020096f,-108,-3.8,868300000,3,13,1,"0,0,0",2019-04-17 18:35:48.303989
0004a30b0020096f,-114,-4.3,868100000,5,14,1,"0,0,0",2019-04-17 18:36:00.480001
0004a30b0020096f,-115,-6,868100000,5,15,1,"0,0,0",2019-04-17 18:36:16.940757
0004a30b0020096f,-114,-0.5,868100000,5,16,1,"0,0,0",2019-04-17 18:36:34.765591
0004a30b0020096f,-113,-4.3,868300000,5,17,1,"0,0,0",2019-04-17 18:36:47.082176
0004a30b0020096f,-114,0,868100000,5,18,1,"0,0,0",2019-04-17 18:36:51.150368
0004a30b0020096f,-113,-6.8,868300000,5,18,1,"0,0,0",2019-04-17 18:37:01.526182
0004a30b0020096f,-113,-2.3,868100000,4,19,1,"0,0,0",2019-04-17 18:37:13.136963
0004a30b0020096f,-103,2.3,868300000,5,20,1,"0,0,0",2019-04-17 18:37:17.210116
0004a30b0020096f,-109,-3.3,868300000,5,21,1,"0,0,0",2019-04-17 18:37:42.052920
0004a30b0020096f,-114,-4.8,868100000,5,22,1,"0,0,0",2019-04-17 18:38:04.122911
0004a30b0020096f,-109,0.8,868500000,5,0,1,ping,2019-04-17 18:39:22.667221
0004a30b0020096f,-108,3.8,868100000,5,1,1,"0,0,0",2019-04-17 18:39:27.549643
0004a30b0020096f,-108,-0.3,868300000,5,2,1,"0,0,0",2019-04-17 18:39:31.680820
0004a30b0020096f,-114,-2.3,868100000,5,3,1,"0,0,0",2019-04-17 18:39:39.895579
0004a30b0020096f,-112,-2,868500000,5,4,1,"0,0,0",2019-04-17 18:39:48.320801
0004a30b0020096f,-114,-3.5,868100000,4,5,1,"0,0,0",2019-04-17 18:39:56.399153
0004a30b0020096f,-115,-5,868300000,5,6,1,"0,0,0",2019-04-17 18:40:00.464861
0004a30b0020096f,-107,0.8,868500000,5,7,1,"0,0,0",2019-04-17 18:40:16.875522
0004a30b0020096f,-111,-3.5,868300000,5,8,1,"0,0,0",2019-04-17 18:40:18.351922
0004a30b0020096f,-115,-6.5,868100000,5,9,1,"0,0,0",2019-04-17 18:40:26.610818
0004a30b0020096f,-112,-5.8,868300000,5,10,1,"0,0,0",2019-04-17 18:40:39.185360
0004a30b0020096f,-115,-7.3,868100000,4,11,1,"0,0,0",2019-04-17 18:40:43.137981
0004a30b0020096f,-113,-2.5,868500000,5,12,1,"0,0,0",2019-04-17 18:40:51.298170
0004a30b0020096f,-111,-4,868300000,5,13,1,"0,0,0",2019-04-17 18:41:00.992849
0004a30b0020096f,-113,-4,868300000,5,14,1,"0,0,0",2019-04-17 18:41:13.488580
0004a30b0020096f,-115,-7,868100000,5,15,1,"0,0,0",2019-04-17 18:41:17.462031
0004a30b0020096f,-113,-0.3,868500000,5,0,1,ping,2019-04-17 18:41:36.284236
0004a30b0020096f,-108,0.3,868300000,5,1,1,"0,0,0",2019-04-17 18:41:41.090048
0004a30b0020096f,-114,-3.8,868100000,5,2,1,"0,0,0",2019-04-17 18:41:45.209824
