devEUI,rssi,loraSNR,frequency,dr,fCnt,fPort,data,datetime,location
0004a30b001febcf,-111,-3.5,868500000,5,2,1,LOC11,2019-04-23 17:08:48.721631,aryas

0004a30b001febcf,-113,-1,868100000,5,3,1,LOC12,2019-04-23 17:08:54.003895,aryas

0004a30b001febcf,-115,-8.3,868100000,3,4,1,LOC13,2019-04-23 17:09:28.710727,aryas

0004a30b001febcf,-114,-3,868100000,5,0,1,LOC14,2019-04-23 17:10:00.129561,aryas

0004a30b001febcf,-114,-6.5,868100000,4,1,1,LOC15,2019-04-23 17:10:17.974838,aryas

0004a30b001febcf,-109,-3.3,868300000,4,1,1,LOC15,2019-04-23 17:10:22.281576,aryas

0004a30b001febcf,-113,-1.5,868100000,5,2,1,LOC16,2019-04-23 17:10:46.164861,aryas

0004a30b001febcf,-111,-4.8,868300000,5,3,1,LOC17,2019-04-23 17:10:51.472308,aryas

0004a30b001febcf,-112,1.3,868100000,5,0,1,LOC18,2019-04-23 17:11:19.247975,aryas

0004a30b001febcf,-111,-6,868300000,5,1,1,LOC19,2019-04-23 17:11:24.514868,aryas

0004a30b001febcf,-113,-3.8,868500000,5,0,1,LOC22,2019-04-23 17:12:29.522297,aryas

0004a30b001febcf,-112,0,868100000,5,1,1,LOC23,2019-04-23 17:12:39.054676,aryas

0004a30b001febcf,-106,-3.8,868300000,5,2,1,LOC24,2019-04-23 17:12:46.326707,aryas

0004a30b001febcf,-110,-1.3,868500000,5,3,1,LOC25,2019-04-23 17:12:51.595472,aryas

0004a30b001febcf,-112,0.5,868100000,5,4,1,LOC26,2019-04-23 17:12:56.857001,aryas

0004a30b001febcf,-111,-0.5,868100000,5,5,1,LOC27,2019-04-23 17:13:08.369239,aryas

0004a30b001febcf,-112,0,868100000,4,6,1,LOC28,2019-04-23 17:13:24.241454,aryas

0004a30b001febcf,-114,-6.3,868500000,4,7,1,LOC29,2019-04-23 17:13:44.211535,aryas

0004a30b001febcf,-113,-5,868100000,5,8,1,LOC30,2019-04-23 17:13:55.820839,aryas


0004a30b001febcf,-115,-5.8,868100000,0,0,1,ping,2019-04-23 17:20:38.908342,prozn

0004a30b001febcf,-115,-12.8,868500000,0,1,1,LOC1,2019-04-23 17:20:51.116484,prozn

0004a30b001febcf,-115,-8,868100000,0,2,1,LOC2,2019-04-23 17:20:58.790513,prozn

0004a30b001febcf,-114,-6.8,868100000,0,3,1,LOC3,2019-04-23 17:21:06.601902,prozn

0004a30b001febcf,-114,-10.3,868100000,0,4,1,LOC4,2019-04-23 17:21:19.973730,prozn

0004a30b001febcf,-113,-15.8,868300000,0,5,1,LOC5,2019-04-23 17:21:27.844127,prozn

0004a30b001febcf,-114,-14.5,868100000,0,6,1,LOC6,2019-04-23 17:21:35.515236,prozn

0004a30b001febcf,-113,-12.3,868300000,0,7,1,LOC7,2019-04-23 17:21:43.316932,prozn

0004a30b001febcf,-115,-11,868100000,0,8,1,LOC8,2019-04-23 17:22:02.258989,prozn

0004a30b001febcf,-115,-18,868500000,0,9,1,LOC9,2019-04-23 17:22:10.068712,prozn

0004a30b001febcf,-113,-10.8,868100000,0,10,1,LOC10,2019-04-23 17:22:34.395842,prozn

0004a30b001febcf,-115,-11.3,868100000,0,11,1,LOC11,2019-04-23 17:22:42.217443,prozn

0004a30b001febcf,-115,-10.3,868100000,0,0,1,LOC12,2019-04-23 17:23:47.099795,prozn

0004a30b001febcf,-115,-10.5,868100000,0,0,1,LOC14,2019-04-23 17:23:55.707572,prozn

0004a30b001febcf,-115,-15,868500000,0,0,1,LOC17,2019-04-23 17:25:03.145518,prozn

0004a30b001febcf,-114,-7.8,868100000,0,1,1,LOC18,2019-04-23 17:25:10.801614,prozn

0004a30b001febcf,-107,-14.3,868300000,0,2,1,LOC19,2019-04-23 17:25:18.607328,prozn

0004a30b001febcf,-114,-13.8,868500000,0,0,1,LOC21,2019-04-23 17:26:18.332996,prozn

0004a30b001febcf,-114,-12,868300000,0,1,1,LOC22,2019-04-23 17:26:26.012311,prozn

0004a30b001febcf,-114,-9.5,868100000,0,2,1,LOC23,2019-04-23 17:26:33.876652,prozn

0004a30b001febcf,-114,-11,868100000,0,3,1,LOC20,2019-04-23 17:33:08.806132,prozn

0004a30b001febcf,-117,-11,868100000,2,0,1,LOC7,2019-04-23 17:37:38.692399,prozn

0004a30b001febcf,-115,-12.3,868100000,1,0,1,LOC10,2019-04-23 17:38:53.668496,prozn

0004a30b001febcf,-110,-12.5,868300000,2,0,1,LOC19,2019-04-23 17:41:24.629427,prozn

0004a30b001febcf,-113,-7.8,868100000,2,1,1,LOC20,2019-04-23 17:41:34.992945,prozn

0004a30b001febcf,-114,-10,868500000,2,2,1,LOC27,2019-04-23 17:43:06.066565,prozn

0004a30b001febcf,-114,-12.5,868300000,2,3,1,LOC28,2019-04-23 17:43:11.929822,prozn

0004a30b001febcf,-115,-7,868100000,2,4,1,LOC29,2019-04-23 17:43:17.692296,prozn

0004a30b001febcf,-115,-8,868100000,3,5,1,LOC6,2019-04-23 17:44:52.561790,prozn

0004a30b001febcf,-115,-10.3,868500000,3,0,1,LOC9,2019-04-23 17:45:57.842751,prozn

0004a30b001febcf,-115,-6.8,868100000,3,1,1,LOC10,2019-04-23 17:46:03.308295,prozn

0004a30b001febcf,-114,-4.3,868100000,3,2,1,LOC14,2019-04-23 17:47:22.928843,prozn

0004a30b001febcf,-113,-6.8,868100000,3,3,1,LOC17,2019-04-23 17:48:16.309379,prozn

0004a30b001febcf,-113,-8.5,868500000,3,4,1,LOC18,2019-04-23 17:48:21.822017,prozn

0004a30b001febcf,-114,-9.5,868300000,3,4,1,LOC18,2019-04-23 17:48:58.243998,prozn

0004a30b001febcf,-115,-8.8,868100000,3,0,1,LOC19,2019-04-23 17:49:07.369750,prozn

0004a30b001febcf,-114,-11.5,868300000,3,1,1,LOC20,2019-04-23 17:49:17.289927,prozn

0004a30b001febcf,-114,-6.8,868100000,3,2,1,LOC24,2019-04-23 17:50:05.418229,prozn

0004a30b001febcf,-115,-7.5,868100000,3,3,1,LOC25,2019-04-23 17:51:01.838051,prozn

0004a30b001febcf,-113,-11,868300000,3,0,1,LOC27,2019-04-23 17:51:15.078593,prozn

0004a30b001febcf,-112,-12.5,868500000,3,1,1,LOC28,2019-04-23 17:51:20.605427,prozn

0004a30b001febcf,-115,-7,868100000,4,2,1,LOC2,2019-04-23 17:52:08.568004,prozn

0004a30b001febcf,-113,-8.3,868100000,4,3,1,LOC3,2019-04-23 17:52:36.588604,prozn

0004a30b001febcf,-115,-5,868100000,4,4,1,LOC4,2019-04-23 17:53:08.611640,prozn

0004a30b001febcf,-115,-6.8,868100000,4,5,1,LOC5,2019-04-23 17:53:36.636711,prozn

0004a30b001febcf,-114,-5.5,868100000,4,0,1,LOC6,2019-04-23 17:53:58.268826,prozn

0004a30b001febcf,-115,-4.8,868100000,3,1,1,LOC7,2019-04-23 17:54:23.341997,prozn

0004a30b001febcf,-115,-7.3,868100000,4,3,1,LOC9,2019-04-23 17:55:15.007703,prozn

0004a30b001febcf,-113,-7.8,868100000,5,0,1,LOC9,2019-04-23 17:55:22.625362,prozn

0004a30b001febcf,-115,-8.8,868100000,4,1,1,LOC10,2019-04-23 17:55:36.250204,prozn

0004a30b001febcf,-114,-8,868100000,3,2,1,LOC11,2019-04-23 17:56:04.334851,prozn

0004a30b001febcf,-114,-6.3,868100000,5,0,1,LOC13,2019-04-23 17:56:59.296088,prozn

0004a30b001febcf,-114,-8.3,868100000,3,1,1,LOC14,2019-04-23 17:57:17.351852,prozn

0004a30b001febcf,-115,-7.8,868100000,3,2,1,LOC15,2019-04-23 17:58:14.354728,prozn

0004a30b001febcf,-113,-5.8,868100000,3,0,1,LOC17,2019-04-23 17:58:31.265965,prozn

0004a30b001febcf,-114,-7.3,868100000,3,1,1,LOC19,2019-04-23 17:59:28.087155,prozn

0004a30b001febcf,-113,-9.5,868300000,4,2,1,LOC20,2019-04-23 18:00:20.769592,prozn

0004a30b001febcf,-113,-8.3,868100000,4,3,1,LOC21,2019-04-23 18:00:22.332579,prozn

0004a30b001febcf,-114,-6.8,868100000,3,0,1,LOC21,2019-04-23 18:00:59.400292,prozn

0004a30b001febcf,-114,-8.3,868100000,4,2,1,LOC24,2019-04-23 18:02:00.278635,prozn

0004a30b001febcf,-115,-8,868100000,3,3,1,LOC25,2019-04-23 18:02:25.436821,prozn

0004a30b001febcf,-109,-11,868500000,3,4,1,LOC26,2019-04-23 18:03:12.700047,prozn

0004a30b001febcf,-114,-6,868100000,4,5,1,LOC27,2019-04-23 18:03:20.413156,prozn

0004a30b001febcf,-113,-8.8,868100000,4,6,1,LOC29,2019-04-23 18:03:50.339269,prozn

0004a30b001febcf,-113,-6.5,868100000,5,0,1,LOC1,2019-04-23 18:04:19.767781,prozn

0004a30b001febcf,-114,-8.8,868100000,4,1,1,LOC2,2019-04-23 18:04:37.636553,prozn

0004a30b001febcf,-114,-5.8,868100000,3,2,1,LOC3,2019-04-23 18:05:06.265293,prozn

0004a30b001febcf,-115,-7,868100000,5,0,1,LOC5,2019-04-23 18:05:35.761444,prozn

0004a30b001febcf,-114,-6,868100000,4,1,1,LOC6,2019-04-23 18:05:57.971332,prozn

0004a30b001febcf,-115,-6.8,868100000,4,2,1,LOC7,2019-04-23 18:06:26.199348,prozn

0004a30b001febcf,-114,-8.8,868100000,3,0,1,LOC8,2019-04-23 18:07:04.820817,prozn

0004a30b001febcf,-115,-9,868100000,4,0,1,LOC10,2019-04-23 18:08:09.894422,prozn

0004a30b001febcf,-113,-9.3,868100000,4,1,1,LOC11,2019-04-23 18:08:38.109419,prozn

0004a30b001febcf,-114,-8.5,868100000,4,0,1,LOC12,2019-04-23 18:09:10.297328,prozn

0004a30b001febcf,-112,-8,868100000,4,1,1,LOC13,2019-04-23 18:09:38.465405,prozn

0004a30b001febcf,-113,-7.3,868100000,5,0,1,LOC14,2019-04-23 18:09:58.016260,prozn

0004a30b001febcf,-113,-9.3,868500000,3,1,1,LOC15,2019-04-23 18:10:30.887309,prozn

0004a30b001febcf,-113,-5.5,868100000,5,2,1,LOC16,2019-04-23 18:10:55.651754,prozn

0004a30b001febcf,-115,-8,868100000,4,0,1,LOC17,2019-04-23 18:11:17.224201,prozn

0004a30b001febcf,-114,-7.5,868100000,4,1,1,LOC18,2019-04-23 18:11:46.490063,prozn

0004a30b001febcf,-114,-8.3,868100000,4,0,1,LOC19,2019-04-23 18:12:26.606861,prozn

0004a30b001febcf,-113,-8.3,868500000,4,1,1,LOC20,2019-04-23 18:12:55.878682,prozn

0004a30b001febcf,-115,-7,868100000,5,2,1,LOC21,2019-04-23 18:13:21.739805,prozn

0004a30b001febcf,-117,-7.5,868100000,3,0,1,LOC22,2019-04-23 18:13:54.015267,prozn

0004a30b001febcf,-115,-8,868100000,5,2,1,LOC24,2019-04-23 18:14:46.629815,prozn

0004a30b001febcf,-114,-9,868100000,3,3,1,LOC25,2019-04-23 18:15:19.238055,prozn

0004a30b001febcf,-114,-7.8,868300000,4,4,1,LOC27,2019-04-23 18:15:53.468026,prozn

0004a30b001febcf,-117,-8.5,868500000,5,5,1,LOC28,2019-04-23 18:16:13.037801,prozn

0004a30b001febcf,-114,-4.3,868100000,5,6,1,LOC29,2019-04-23 18:16:18.295842,prozn

0004a30b001febcf,-115,-7,868100000,5,0,1,LOC30,2019-04-23 18:16:35.571501,prozn

0004a30b001febcf,0,0,0,0,0,0,LOC30,2019-04-23 18:16:35.571501,athip

0004a30b001febcf,-114,-19.5,868100000,0,1,1,LOC1,2019-04-23 19:34:44.104425,lmntre

0004a30b001febcf,-112,1.5,868100000,0,0,1,ping,2019-04-23 19:51:58.332927,rjskol

0004a30b001febcf,-108,-3,868300000,0,1,1,LOC1,2019-04-23 19:52:04.980803,rjskol

0004a30b001febcf,-111,-4,868300000,0,2,1,LOC2,2019-04-23 19:52:12.642608,rjskol

0004a30b001febcf,-112,1,868100000,0,3,1,LOC3,2019-04-23 19:52:20.504504,rjskol

0004a30b001febcf,-114,-10.3,868500000,0,4,1,LOC4,2019-04-23 19:52:28.317213,rjskol

0004a30b001febcf,-114,-11,868300000,0,5,1,LOC5,2019-04-23 19:52:35.990178,rjskol

0004a30b001febcf,-113,-2.5,868100000,0,6,1,LOC6,2019-04-23 19:52:43.804982,rjskol

0004a30b001febcf,-114,-12,868500000,0,7,1,LOC7,2019-04-23 19:52:51.632524,rjskol

0004a30b001febcf,-113,-10.3,868100000,0,8,1,LOC8,2019-04-23 19:52:59.309589,rjskol

0004a30b001febcf,-109,-5.3,868300000,0,9,1,LOC9,2019-04-23 19:53:07.118878,rjskol

0004a30b001febcf,-114,-15.3,868500000,0,10,1,LOC10,2019-04-23 19:53:20.499044,rjskol

0004a30b001febcf,-115,-10.3,868100000,0,11,1,LOC11,2019-04-23 19:53:28.160523,rjskol

0004a30b001febcf,-107,-10.3,868300000,0,12,1,LOC12,2019-04-23 19:53:36.017838,rjskol

0004a30b001febcf,-107,-15.3,868300000,0,13,1,LOC13,2019-04-23 19:53:43.831467,rjskol

0004a30b001febcf,-115,-10,868100000,0,14,1,LOC14,2019-04-23 19:53:51.508227,rjskol

0004a30b001febcf,-113,-6.5,868500000,0,15,1,LOC15,2019-04-23 19:53:59.323123,rjskol

0004a30b001febcf,-114,-13.8,868100000,0,16,1,LOC16,2019-04-23 19:54:07.193428,rjskol

0004a30b001febcf,-115,-11.3,868100000,0,17,1,LOC17,2019-04-23 19:54:14.857691,rjskol

0004a30b001febcf,-113,-7,868500000,0,18,1,LOC18,2019-04-23 19:54:22.671338,rjskol

0004a30b001febcf,-114,-10.3,868100000,0,19,1,LOC19,2019-04-23 19:54:30.495851,rjskol

0004a30b001febcf,-115,-16.8,868500000,0,20,1,LOC20,2019-04-23 19:54:49.275046,rjskol

0004a30b001febcf,-115,-11,868100000,0,21,1,LOC21,2019-04-23 19:54:57.089028,rjskol

0004a30b001febcf,-113,-9,868500000,0,22,1,LOC22,2019-04-23 19:55:04.906886,rjskol

0004a30b001febcf,-112,-7.3,868500000,0,23,1,LOC23,2019-04-23 19:55:12.730294,rjskol

0004a30b001febcf,-112,-7.5,868300000,0,24,1,LOC24,2019-04-23 19:55:20.404380,rjskol

0004a30b001febcf,-113,-9.5,868500000,0,25,1,LOC25,2019-04-23 19:55:28.270839,rjskol

0004a30b001febcf,-112,-3.3,868100000,0,26,1,LOC26,2019-04-23 19:55:36.066007,rjskol

0004a30b001febcf,-113,-6,868100000,0,27,1,LOC27,2019-04-23 19:55:43.919629,rjskol

0004a30b001febcf,-115,-11.3,868500000,0,28,1,LOC28,2019-04-23 19:55:51.580786,rjskol

0004a30b001febcf,-113,-5.8,868100000,0,29,1,LOC29,2019-04-23 19:55:59.394929,rjskol

0004a30b001febcf,-114,-9.8,868500000,0,30,1,LOC30,2019-04-23 19:56:07.226508,rjskol

0004a30b001febcf,-114,-5.8,868100000,1,31,1,LOC1,2019-04-23 19:56:14.490305,rjskol

0004a30b001febcf,-108,-9.8,868500000,1,32,1,LOC2,2019-04-23 19:56:20.903713,rjskol

0004a30b001febcf,-106,-8.5,868300000,1,33,1,LOC3,2019-04-23 19:56:27.479362,rjskol

0004a30b001febcf,-114,-2.5,868100000,1,34,1,LOC4,2019-04-23 19:56:34.042619,rjskol

0004a30b001febcf,-112,-8,868500000,1,35,1,LOC5,2019-04-23 19:56:40.615488,rjskol

0004a30b001febcf,-113,-1.8,868100000,1,36,1,LOC6,2019-04-23 19:56:51.922473,rjskol

0004a30b001febcf,-114,-4.8,868500000,1,37,1,LOC7,2019-04-23 19:56:58.502075,rjskol

0004a30b001febcf,-113,-6.8,868300000,1,38,1,LOC8,2019-04-23 19:57:05.069681,rjskol

0004a30b001febcf,-112,-7.3,868500000,1,39,1,LOC9,2019-04-23 19:57:11.473261,rjskol

0004a30b001febcf,-115,-1,868100000,1,40,1,LOC10,2019-04-23 19:57:18.093881,rjskol

0004a30b001febcf,-108,-12.3,868300000,1,41,1,LOC11,2019-04-23 19:57:24.668292,rjskol

0004a30b001febcf,-115,-9.5,868500000,1,42,1,LOC12,2019-04-23 19:57:31.087273,rjskol

0004a30b001febcf,-112,-8.8,868300000,1,43,1,LOC13,2019-04-23 19:57:37.654429,rjskol

0004a30b001febcf,-115,-6.8,868100000,1,44,1,LOC14,2019-04-23 19:57:44.224583,rjskol

0004a30b001febcf,-112,-9.5,868300000,1,45,1,LOC15,2019-04-23 19:57:50.631215,rjskol

0004a30b001febcf,-115,0.5,868100000,1,46,1,LOC16,2019-04-23 19:57:57.208212,rjskol

0004a30b001febcf,-112,-11,868300000,1,47,1,LOC17,2019-04-23 19:58:03.767449,rjskol

0004a30b001febcf,-110,-9,868300000,1,48,1,LOC18,2019-04-23 19:58:10.184419,rjskol

0004a30b001febcf,-113,-2.8,868100000,1,49,1,LOC19,2019-04-23 19:58:16.808237,rjskol

0004a30b001febcf,-111,-14.5,868500000,1,50,1,LOC20,2019-04-23 19:58:28.335402,rjskol

0004a30b001febcf,-114,-10.8,868300000,1,51,1,LOC21,2019-04-23 19:58:39.661806,rjskol

0004a30b001febcf,-114,-2.5,868100000,1,52,1,LOC22,2019-04-23 19:58:46.229025,rjskol

0004a30b001febcf,-106,-10.3,868500000,1,53,1,LOC23,2019-04-23 19:58:52.791482,rjskol

0004a30b001febcf,-115,-6.3,868100000,1,54,1,LOC24,2019-04-23 19:58:59.206017,rjskol

0004a30b001febcf,-111,-11.3,868500000,1,55,1,LOC25,2019-04-23 19:59:05.744214,rjskol

0004a30b001febcf,-117,-4.3,868300000,1,56,1,LOC26,2019-04-23 19:59:12.303460,rjskol

0004a30b001febcf,-114,-7.3,868100000,1,57,1,LOC27,2019-04-23 19:59:18.868347,rjskol

0004a30b001febcf,-113,-10.8,868500000,1,58,1,LOC28,2019-04-23 19:59:25.284192,rjskol

0004a30b001febcf,-114,-8,868100000,1,59,1,LOC29,2019-04-23 19:59:31.853254,rjskol

0004a30b001febcf,-114,-8.8,868500000,1,60,1,LOC30,2019-04-23 19:59:38.426435,rjskol

0004a30b001febcf,-109,-7.8,868300000,2,61,1,LOC1,2019-04-23 19:59:44.542861,rjskol

0004a30b001febcf,-114,-9.8,868500000,2,62,1,LOC2,2019-04-23 19:59:50.353129,rjskol

0004a30b001febcf,-114,-5,868100000,2,63,1,LOC3,2019-04-23 19:59:56.190971,rjskol

0004a30b001febcf,-112,-8.8,868300000,2,64,1,LOC4,2019-04-23 20:00:01.962458,rjskol

0004a30b001febcf,-115,-7,868100000,2,65,1,LOC5,2019-04-23 20:00:07.781925,rjskol

0004a30b001febcf,-115,-8.8,868100000,2,66,1,LOC6,2019-04-23 20:00:13.641949,rjskol

0004a30b001febcf,-108,-11,868300000,2,67,1,LOC7,2019-04-23 20:00:19.412083,rjskol

0004a30b001febcf,-115,-11.8,868100000,2,68,1,LOC8,2019-04-23 20:00:25.217606,rjskol

0004a30b001febcf,-112,-7.8,868300000,2,69,1,LOC9,2019-04-23 20:00:31.055498,rjskol

0004a30b001febcf,-107,-8.5,868300000,2,70,1,LOC10,2019-04-23 20:00:36.889470,rjskol

0004a30b001febcf,-115,-6,868100000,2,71,1,LOC11,2019-04-23 20:00:42.744687,rjskol

0004a30b001febcf,-115,-4.3,868100000,2,72,1,LOC12,2019-04-23 20:00:48.606315,rjskol

0004a30b001febcf,-114,-13.3,868500000,2,73,1,LOC13,2019-04-23 20:00:54.465131,rjskol

0004a30b001febcf,-115,-8.8,868100000,2,74,1,LOC14,2019-04-23 20:01:00.239409,rjskol

0004a30b001febcf,-113,-11,868300000,2,75,1,LOC15,2019-04-23 20:01:06.086300,rjskol

0004a30b001febcf,-113,-8.3,868500000,2,76,1,LOC16,2019-04-23 20:01:12.006055,rjskol

0004a30b001febcf,-109,-7,868300000,2,77,1,LOC17,2019-04-23 20:01:17.778122,rjskol

0004a30b001febcf,-112,-8.5,868300000,2,78,1,LOC18,2019-04-23 20:01:23.640498,rjskol

0004a30b001febcf,-108,-8.8,868300000,2,79,1,LOC19,2019-04-23 20:01:29.519650,rjskol

0004a30b001febcf,-111,-5,868300000,2,80,1,LOC20,2019-04-23 20:01:35.293687,rjskol

0004a30b001febcf,-113,-1,868100000,2,81,1,LOC21,2019-04-23 20:01:41.165751,rjskol

0004a30b001febcf,-115,-4.8,868100000,5,0,1,LOC22,2019-04-23 20:02:01.603762,rjskol

0004a30b001febcf,-113,-6.8,868500000,2,1,1,LOC23,2019-04-23 20:02:07.156506,rjskol

0004a30b001febcf,-113,-3.5,868100000,2,2,1,LOC24,2019-04-23 20:02:16.010351,rjskol

0004a30b001febcf,-114,-7.5,868300000,2,3,1,LOC25,2019-04-23 20:02:21.921838,rjskol

0004a30b001febcf,-113,-7,868500000,3,4,1,LOC1,2019-04-23 20:03:42.598153,rjskol

0004a30b001febcf,-115,-5.3,868100000,3,5,1,LOC3,2019-04-23 20:04:08.315905,rjskol

0004a30b001febcf,-107,-8.5,868300000,3,6,1,LOC4,2019-04-23 20:04:13.838447,rjskol

0004a30b001febcf,-112,-10,868500000,3,7,1,LOC6,2019-04-23 20:04:38.616371,rjskol

0004a30b001febcf,-114,-5.8,868100000,3,8,1,LOC8,2019-04-23 20:04:59.286552,rjskol

0004a30b001febcf,-115,-10.5,868100000,3,9,1,LOC9,2019-04-23 20:05:50.639470,rjskol

0004a30b001febcf,-112,0,868100000,4,0,1,LOC10,2019-04-23 20:06:03.875926,rjskol

0004a30b001febcf,-111,-3.5,868500000,3,1,1,LOC11,2019-04-23 20:06:13.340825,rjskol

0004a30b001febcf,-111,-3.5,868300000,3,2,1,LOC12,2019-04-23 20:06:18.900130,rjskol

0004a30b001febcf,-114,-2,868100000,3,3,1,LOC13,2019-04-23 20:06:32.463472,rjskol

0004a30b001febcf,-115,-8.8,868100000,2,4,1,LOC16,2019-04-23 20:07:29.425520,rjskol

0004a30b001febcf,-113,-6.8,868500000,3,0,1,LOC21,2019-04-23 20:09:03.231071,rjskol

0004a30b001febcf,-107,-5.8,868300000,3,1,1,LOC22,2019-04-23 20:09:08.739148,rjskol

0004a30b001febcf,-111,-1.3,868100000,3,2,1,LOC23,2019-04-23 20:09:14.219697,rjskol

0004a30b001febcf,-112,-8.3,868500000,3,3,1,LOC27,2019-04-23 20:10:02.327872,rjskol

0004a30b001febcf,-113,-3.8,868100000,3,4,1,LOC28,2019-04-23 20:10:07.851424,rjskol

0004a30b001febcf,-114,-7.8,868300000,3,5,1,LOC29,2019-04-23 20:10:13.374425,rjskol

0004a30b001febcf,-112,-6.5,868500000,4,6,1,LOC3,2019-04-23 20:11:01.471716,rjskol

0004a30b001febcf,-114,-3.8,868100000,4,7,1,LOC4,2019-04-23 20:11:06.718192,rjskol

0004a30b001febcf,-108,-4.8,868300000,4,8,1,LOC5,2019-04-23 20:11:12.083193,rjskol

0004a30b001febcf,-114,-6.3,868100000,4,9,1,LOC7,2019-04-23 20:11:35.951866,rjskol

0004a30b001febcf,-111,-9.3,868300000,4,10,1,LOC8,2019-04-23 20:11:41.312881,rjskol

0004a30b001febcf,-112,-4,868500000,4,11,1,LOC10,2019-04-23 20:12:00.885412,rjskol

0004a30b001febcf,-114,-8.3,868100000,4,12,1,LOC11,2019-04-23 20:12:06.241152,rjskol

0004a30b001febcf,-115,-5.5,868100000,3,13,1,LOC12,2019-04-23 20:12:40.626144,rjskol

0004a30b001febcf,-114,-5.5,868500000,4,0,1,LOC12,2019-04-23 20:12:54.543196,rjskol

0004a30b001febcf,-114,-2.8,868100000,4,1,1,LOC13,2019-04-23 20:13:08.260966,rjskol

0004a30b001febcf,-113,-7,868500000,4,2,1,LOC14,2019-04-23 20:13:22.684792,rjskol

0004a30b001febcf,-111,-8.5,868300000,4,3,1,LOC15,2019-04-23 20:13:33.062584,rjskol

0004a30b001febcf,-115,-5.5,868100000,4,4,1,LOC16,2019-04-23 20:13:38.426132,rjskol

0004a30b001febcf,-113,-5.8,868100000,4,5,1,LOC18,2019-04-23 20:14:02.300895,rjskol

0004a30b001febcf,-113,-7.8,868300000,4,6,1,LOC19,2019-04-23 20:14:07.651673,rjskol

0004a30b001febcf,-111,-7,868300000,3,7,1,LOC21,2019-04-23 20:14:39.980585,rjskol

0004a30b001febcf,-106,-8.5,868500000,4,8,1,LOC22,2019-04-23 20:14:54.496550,rjskol

0004a30b001febcf,-113,-6,868100000,4,9,1,LOC23,2019-04-23 20:15:02.867843,rjskol

0004a30b001febcf,-113,-7.8,868300000,4,10,1,LOC25,2019-04-23 20:15:32.783146,rjskol

0004a30b001febcf,-113,-4.8,868100000,4,11,1,LOC26,2019-04-23 20:15:38.112722,rjskol

0004a30b001febcf,-108,-7.8,868500000,4,12,1,LOC28,2019-04-23 20:15:57.679633,rjskol

0004a30b001febcf,-113,-4.5,868100000,4,0,1,LOC29,2019-04-23 20:16:17.294763,rjskol

0004a30b001febcf,-113,-3.5,868500000,4,1,1,LOC30,2019-04-23 20:16:25.685331,rjskol

0004a30b001febcf,-114,-3,868100000,5,2,1,LOC1,2019-04-23 20:16:43.240466,rjskol

0004a30b001febcf,-114,-5,868100000,5,3,1,LOC2,2019-04-23 20:16:59.449477,rjskol

0004a30b001febcf,-111,-6.8,868300000,5,4,1,LOC3,2019-04-23 20:17:04.733212,rjskol

0004a30b001febcf,-112,-6.5,868500000,5,0,1,LOC4,2019-04-23 20:17:30.491805,rjskol

0004a30b001febcf,-113,-3.3,868100000,5,1,1,LOC5,2019-04-23 20:17:35.760873,rjskol

0004a30b001febcf,-115,-7.8,868100000,5,2,1,LOC6,2019-04-23 20:17:51.567372,rjskol

0004a30b001febcf,-115,-8.3,868100000,4,3,1,LOC7,2019-04-23 20:18:20.088922,rjskol

0004a30b001febcf,-111,-2.5,868300000,5,0,1,LOC8,2019-04-23 20:18:31.025953,rjskol

0004a30b001febcf,-113,-1.8,868500000,5,0,1,LOC8,2019-04-23 20:18:35.341268,rjskol

0004a30b001febcf,-113,-2,868100000,5,1,1,LOC9,2019-04-23 20:18:40.572062,rjskol

0004a30b001febcf,-108,-4.8,868300000,5,2,1,LOC10,2019-04-23 20:18:47.889765,rjskol

0004a30b001febcf,-111,-5,868300000,5,3,1,LOC11,2019-04-23 20:19:06.019084,rjskol

0004a30b001febcf,-113,-3.3,868100000,5,4,1,LOC12,2019-04-23 20:19:15.586120,rjskol

0004a30b001febcf,-114,-6.8,868100000,4,5,1,LOC13,2019-04-23 20:19:31.458013,rjskol

0004a30b001febcf,-113,-5.8,868500000,4,0,1,LOC14,2019-04-23 20:19:57.380572,rjskol

0004a30b001febcf,-114,-7.8,868100000,5,1,1,LOC15,2019-04-23 20:20:09.936935,rjskol

0004a30b001febcf,-114,-2,868100000,5,2,1,LOC16,2019-04-23 20:20:25.564264,rjskol

0004a30b001febcf,-111,-7.8,868300000,5,3,1,LOC17,2019-04-23 20:20:37.143116,rjskol

0004a30b001febcf,-113,-4.5,868100000,5,4,1,LOC18,2019-04-23 20:20:42.377854,rjskol

0004a30b001febcf,-114,-5,868100000,5,5,1,LOC19,2019-04-23 20:20:53.937330,rjskol

0004a30b001febcf,-111,-6.3,868500000,5,0,1,LOC20,2019-04-23 20:21:13.403886,rjskol

