0004a30b001febcf,-37,8.5,868300000,0,0,1,ping,2019-04-24 00:06:17.220425,appartment
0004a30b001febcf,-34,10.5,868500000,0,1,1,F15D1,2019-04-24 00:06:22.797545,appartment
0004a30b001febcf,-33,9.5,868100000,0,2,1,F15D2,2019-04-24 00:06:29.367199,appartment
0004a30b001febcf,-48,9.5,868500000,5,3,1,F15D3,2019-04-24 00:06:34.832719,appartment
0004a30b001febcf,-46,10,868300000,5,4,1,F15D4,2019-04-24 00:06:38.953667,appartment
0004a30b001febcf,-48,9.8,868100000,5,5,1,F15D5,2019-04-24 00:06:43.123873,appartment
0004a30b001febcf,-49,9.3,868500000,5,6,1,F15D6,2019-04-24 00:06:47.279326,appartment
0004a30b001febcf,-48,9.3,868500000,5,7,1,F15D7,2019-04-24 00:06:51.409365,appartment
0004a30b001febcf,-46,9.5,868100000,5,8,1,F15D8,2019-04-24 00:06:59.879406,appartment
0004a30b001febcf,-41,10.3,868100000,4,9,1,F15D9,2019-04-24 00:07:04.062056,appartment
0004a30b001febcf,-42,8.8,868300000,5,10,1,F15D10,2019-04-24 00:07:08.265786,appartment
0004a30b001febcf,-52,9,868100000,5,11,1,F15D11,2019-04-24 00:07:12.389030,appartment
0004a30b001febcf,-48,10.3,868500000,5,12,1,F15D12,2019-04-24 00:07:16.561416,appartment
0004a30b001febcf,-52,9.8,868100000,5,13,1,F15D13,2019-04-24 00:07:20.727438,appartment
0004a30b001febcf,-48,9,868500000,5,14,1,F15D14,2019-04-24 00:07:24.890729,appartment
0004a30b001febcf,-49,9.8,868100000,5,15,1,F15D15,2019-04-24 00:07:29.002000,appartment
0004a30b001febcf,-47,8.8,868100000,5,16,1,F15D16,2019-04-24 00:07:33.186326,appartment
0004a30b001febcf,-47,9,868300000,5,17,1,F15D17,2019-04-24 00:07:37.348278,appartment
0004a30b001febcf,-48,10.3,868300000,5,18,1,F15D18,2019-04-24 00:07:41.454362,appartment
0004a30b001febcf,-45,8.5,868300000,5,19,1,F15D19,2019-04-24 00:07:45.625334,appartment
0004a30b001febcf,-45,9.3,868300000,5,20,1,F15D20,2019-04-24 00:07:49.788144,appartment
0004a30b001febcf,-78,7.5,868100000,0,0,1,ping,2019-04-24 00:08:53.711552,appartment
0004a30b001febcf,-72,7.8,868300000,0,1,1,F15D1,2019-04-24 00:08:59.315905,appartment
0004a30b001febcf,-89,7.8,868500000,0,0,1,ping,2019-04-24 00:09:22.582630,appartment
0004a30b001febcf,-83,8.3,868300000,0,1,1,F45D1,2019-04-24 00:09:28.206256,appartment
0004a30b001febcf,-84,8.5,868500000,0,0,1,ping,2019-04-24 00:09:55.720651,appartment
0004a30b001febcf,-81,9.3,868300000,0,1,1,F14D1,2019-04-24 00:10:01.380284,appartment
0004a30b001febcf,-94,8.8,868100000,0,2,1,F14D2,2019-04-24 00:10:07.878001,appartment
0004a30b001febcf,-99,9.3,868300000,5,3,1,F14D3,2019-04-24 00:10:13.299298,appartment
0004a30b001febcf,-111,2.3,868500000,5,4,1,F14D4,2019-04-24 00:10:17.466084,appartment
0004a30b001febcf,-110,1.3,868100000,5,5,1,F14D5,2019-04-24 00:10:21.626961,appartment
0004a30b001febcf,-114,-6,868100000,5,6,1,F14D6,2019-04-24 00:10:25.791005,appartment
0004a30b001febcf,-113,-2.8,868100000,5,7,1,F14D7,2019-04-24 00:10:29.958744,appartment
0004a30b001febcf,-95,10.3,868100000,4,7,1,F14D7,2019-04-24 00:10:38.573186,appartment
0004a30b001febcf,-100,8.5,868500000,5,8,1,F14D8,2019-04-24 00:10:42.742533,appartment
0004a30b001febcf,-101,8,868500000,5,9,1,F14D9,2019-04-24 00:10:46.907300,appartment
0004a30b001febcf,-97,8,868300000,5,10,1,F14D10,2019-04-24 00:10:51.068411,appartment
0004a30b001febcf,-105,6.3,868300000,5,11,1,F14D11,2019-04-24 00:10:55.233863,appartment
0004a30b001febcf,-102,7,868100000,5,12,1,F14D12,2019-04-24 00:10:59.345249,appartment
0004a30b001febcf,-105,6.3,868100000,5,13,1,F14D13,2019-04-24 00:11:03.519465,appartment
0004a30b001febcf,-103,8,868300000,5,14,1,F14D14,2019-04-24 00:11:07.682181,appartment
0004a30b001febcf,-100,7.8,868300000,5,15,1,F14D15,2019-04-24 00:11:11.849435,appartment
0004a30b001febcf,-99,8.3,868100000,5,16,1,F14D16,2019-04-24 00:11:15.963619,appartment
0004a30b001febcf,-101,6.3,868500000,5,17,1,F14D17,2019-04-24 00:11:20.136467,appartment
0004a30b001febcf,-96,7.5,868500000,5,18,1,F14D18,2019-04-24 00:11:24.295577,appartment
0004a30b001febcf,-100,9.5,868500000,5,19,1,F14D19,2019-04-24 00:11:28.410121,appartment
0004a30b001febcf,-96,9.8,868300000,5,20,1,F14D20,2019-04-24 00:11:32.581598,appartment
0004a30b001febcf,-109,3.3,868500000,5,21,1,F14D1,2019-04-24 00:11:56.747275,appartment
0004a30b001febcf,-111,1.5,868500000,5,22,1,F14D2,2019-04-24 00:12:00.919572,appartment
0004a30b001febcf,-106,5.5,868100000,5,23,1,F14D3,2019-04-24 00:12:05.024507,appartment
0004a30b001febcf,-93,7.5,868500000,0,0,1,ping,2019-04-24 00:12:29.463584,appartment
0004a30b001febcf,-87,11,868100000,0,1,1,F13D1,2019-04-24 00:12:35.073408,appartment
0004a30b001febcf,-91,8,868300000,0,2,1,F13D2,2019-04-24 00:12:41.643680,appartment
0004a30b001febcf,-100,9.3,868100000,5,3,1,F13D3,2019-04-24 00:12:51.360670,appartment
0004a30b001febcf,-100,8.3,868300000,4,4,1,F13D4,2019-04-24 00:12:59.892555,appartment
0004a30b001febcf,-103,6.8,868500000,5,5,1,F13D5,2019-04-24 00:13:04.111481,appartment
