devEUI,rssi,loraSNR,frequency,dr,fCnt,fPort,data,time
0004a30b001febcf,-28,9.3,868300000,5,10,1,LOC46,2019-03-09 01:30:08.802516
0004a30b0020096f,-42,10.5,868500000,4,12,1,"0,0,0",2019-03-09 01:30:11.478140
0004a30b001febcf,-30,8.8,868500000,5,11,1,LOC47,2019-03-09 01:30:12.938590
0004a30b001febcf,-33,9.5,868100000,5,12,1,LOC48,2019-03-09 01:30:20.101788
0004a30b0020096f,-41,9.5,868300000,5,13,1,"0,0,0",2019-03-09 01:30:21.015155
0004a30b001febcf,-31,9.3,868300000,5,12,1,LOC48,2019-03-09 01:30:24.388047
0004a30b0020096f,-40,8.8,868100000,5,14,1,"0,0,0",2019-03-09 01:30:25.152349
0004a30b001febcf,-33,11.5,868500000,4,12,1,LOC48,2019-03-09 01:30:28.716358
0004a30b001febcf,-41,9.8,868100000,5,13,1,LOC49,2019-03-09 01:30:35.978715
0004a30b001febcf,-41,12.3,868300000,3,14,1,LOC0,2019-03-09 01:30:43.343448
0004a30b001febcf,-42,8.8,868500000,5,15,1,LOC1,2019-03-09 01:30:53.656452
0004a30b001febcf,-39,9,868100000,5,16,1,LOC2,2019-03-09 01:30:57.833742
0004a30b001febcf,-45,9.3,868500000,5,17,1,LOC3,2019-03-09 01:31:10.044855
0004a30b001febcf,-47,9.8,868100000,5,18,1,LOC4,2019-03-09 01:31:14.174548
0004a30b001febcf,-41,10.3,868500000,5,19,1,LOC5,2019-03-09 01:31:26.390416
0004a30b001febcf,-41,9.5,868100000,5,20,1,LOC6,2019-03-09 01:31:30.565475
0004a30b001febcf,-42,9,868300000,5,21,1,LOC7,2019-03-09 01:31:34.734175
0004a30b001febcf,-41,9.5,868100000,5,22,1,LOC8,2019-03-09 01:31:42.891759
0004a30b001febcf,-41,9.8,868300000,5,23,1,LOC9,2019-03-09 01:31:47.055755
0004a30b001febcf,-43,9,868500000,5,24,1,LOC10,2019-03-09 01:31:51.171393
0004a30b001febcf,-41,9.5,868100000,5,25,1,LOC11,2019-03-09 01:31:59.392273
0004a30b001febcf,-41,10,868300000,5,26,1,LOC12,2019-03-09 01:32:03.528022
0004a30b001febcf,-39,9.3,868500000,5,27,1,LOC13,2019-03-09 01:32:07.692966
0004a30b001febcf,-37,9,868100000,5,27,1,LOC13,2019-03-09 01:32:15.953625
0004a30b001febcf,-39,11.8,868500000,4,28,1,LOC14,2019-03-09 01:32:20.165871
0004a30b001febcf,-39,9.8,868300000,5,29,1,LOC15,2019-03-09 01:32:24.389369
0004a30b001febcf,-37,10.5,868100000,5,30,1,LOC16,2019-03-09 01:32:30.561680
0004a30b001febcf,-35,9,868300000,5,31,1,LOC17,2019-03-09 01:32:38.725819
0004a30b001febcf,-37,9.5,868100000,5,32,1,LOC18,2019-03-09 01:32:46.940626
0004a30b001febcf,-39,10,868500000,5,33,1,LOC19,2019-03-09 01:32:51.067008
0004a30b001febcf,-39,10.5,868300000,5,34,1,LOC20,2019-03-09 01:32:55.242950
0004a30b001febcf,-36,10,868100000,5,35,1,LOC21,2019-03-09 01:33:03.399737
0004a30b001febcf,-37,9,868500000,5,36,1,LOC22,2019-03-09 01:33:07.566893
0004a30b001febcf,-45,10,868300000,5,37,1,LOC23,2019-03-09 01:33:11.728382
0004a30b001febcf,-41,9.5,868100000,5,38,1,LOC24,2019-03-09 01:33:18.890273
0004a30b001febcf,-39,9.3,868500000,5,39,1,LOC25,2019-03-09 01:33:23.054669
0004a30b001febcf,-36,8.8,868300000,5,40,1,LOC26,2019-03-09 01:33:27.218663
0004a30b001febcf,-37,9.8,868100000,5,41,1,LOC27,2019-03-09 01:33:35.381788
0004a30b001febcf,-39,8.8,868500000,5,42,1,LOC28,2019-03-09 01:33:39.542329
0004a30b001febcf,-36,9.3,868300000,5,43,1,LOC29,2019-03-09 01:33:43.706754
0004a30b001febcf,-35,9.3,868100000,5,44,1,LOC30,2019-03-09 01:33:50.871291
0004a30b001febcf,-42,8.8,868500000,5,45,1,LOC31,2019-03-09 01:33:55.034728
0004a30b001febcf,-39,9.3,868300000,5,46,1,LOC32,2019-03-09 01:33:59.149287
0004a30b001febcf,-36,9.8,868100000,5,47,1,LOC33,2019-03-09 01:34:07.372154
0004a30b001febcf,-39,8.8,868500000,5,48,1,LOC34,2019-03-09 01:34:11.497131
0004a30b001febcf,-41,9,868300000,5,49,1,LOC35,2019-03-09 01:34:15.669679
0004a30b001febcf,-41,9.3,868100000,5,50,1,LOC36,2019-03-09 01:34:22.831531
0004a30b0020096f,-24,9,868100000,5,0,1,ping,2019-03-09 01:34:25.243434
0004a30b001febcf,-39,9,868500000,5,51,1,LOC37,2019-03-09 01:34:26.969646
0004a30b001febcf,-39,10,868300000,5,52,1,LOC38,2019-03-09 01:34:31.139279
0004a30b0020096f,-31,9.5,868100000,5,0,1,ping,2019-03-09 01:34:32.906186
0004a30b0020096f,-31,9.8,868500000,5,1,1,"0,0,0",2019-03-09 01:34:37.716614
0004a30b001febcf,-33,9,868100000,5,53,1,LOC39,2019-03-09 01:34:39.339897
0004a30b0020096f,-24,9.3,868300000,5,2,1,"0,0,0",2019-03-09 01:34:41.873292
0004a30b001febcf,-36,9.5,868500000,5,53,1,LOC39,2019-03-09 01:34:43.634772
0004a30b001febcf,-36,9,868300000,5,54,1,LOC40,2019-03-09 01:34:47.750054
0004a30b0020096f,-24,9.8,868100000,5,3,1,"0,0,0",2019-03-09 01:34:50.123779
0004a30b0020096f,-24,9,868300000,5,4,1,"0,0,0",2019-03-09 01:34:54.236975
0004a30b001febcf,-37,9.5,868100000,5,55,1,LOC41,2019-03-09 01:34:54.954886
0004a30b0020096f,-25,8.8,868500000,5,4,1,"0,0,0",2019-03-09 01:34:58.529071
0004a30b001febcf,-39,9.3,868500000,5,56,1,LOC42,2019-03-09 01:34:59.103652
0004a30b001febcf,-39,9.8,868300000,5,57,1,LOC43,2019-03-09 01:35:03.257339
0004a30b0020096f,-23,10,868100000,4,4,1,"0,0,0",2019-03-09 01:35:06.872819
0004a30b0020096f,-35,9.3,868300000,5,5,1,"0,0,0",2019-03-09 01:35:10.696066
0004a30b001febcf,-41,9.5,868100000,5,58,1,LOC44,2019-03-09 01:35:11.468528
0004a30b0020096f,-37,9.8,868500000,5,5,1,"0,0,0",2019-03-09 01:35:14.981716
0004a30b001febcf,-39,10.3,868500000,5,59,1,LOC45,2019-03-09 01:35:15.603605
0004a30b001febcf,-37,9.3,868300000,5,60,1,LOC46,2019-03-09 01:35:19.728968
0004a30b001febcf,-36,9.5,868100000,5,61,1,LOC47,2019-03-09 01:35:26.949902
0004a30b0020096f,-36,11.5,868500000,4,5,1,"0,0,0",2019-03-09 01:35:29.323509
0004a30b001febcf,-39,9.5,868500000,5,62,1,LOC48,2019-03-09 01:35:31.091916
0004a30b0020096f,-35,9.5,868300000,5,6,1,"0,0,0",2019-03-09 01:35:32.701414
0004a30b001febcf,-36,9.3,868300000,5,63,1,LOC49,2019-03-09 01:35:35.223380
0004a30b001febcf,-37,11,868100000,4,64,1,LOC0,2019-03-09 01:35:43.553617
0004a30b0020096f,-24,9.3,868300000,5,0,1,ping,2019-03-09 01:35:46.222607
0004a30b001febcf,-41,10.3,868500000,5,65,1,LOC1,2019-03-09 01:35:47.736725
0004a30b0020096f,-24,9.8,868100000,5,1,1,"0,0,0",2019-03-09 01:35:51.107020
0004a30b001febcf,-35,8.8,868300000,5,66,1,LOC2,2019-03-09 01:35:51.923155
0004a30b0020096f,-24,8.5,868500000,5,1,1,"0,0,0",2019-03-09 01:35:55.393874
0004a30b001febcf,-39,9,868500000,5,67,1,LOC3,2019-03-09 01:36:01.224767
0004a30b0020096f,-23,11.5,868300000,4,2,1,"0,0,0",2019-03-09 01:36:03.478678
0004a30b001febcf,-36,8.5,868300000,5,68,1,LOC4,2019-03-09 01:36:06.245779
0004a30b0020096f,-37,10.5,868500000,5,3,1,"0,0,0",2019-03-09 01:36:07.556745
0004a30b001febcf,-37,8.8,868100000,5,69,1,LOC5,2019-03-09 01:36:11.432390
0004a30b0020096f,-36,8.8,868100000,5,4,1,"0,0,0",2019-03-09 01:36:11.642356
0004a30b001febcf,-37,8.8,868500000,5,69,1,LOC5,2019-03-09 01:36:17.729724
0004a30b001febcf,-39,11.5,868300000,4,70,1,LOC6,2019-03-09 01:36:21.882942
0004a30b0020096f,-37,9.3,868100000,5,5,1,"0,0,0",2019-03-09 01:36:24.045957
0004a30b0020096f,-37,8.5,868500000,5,6,1,"0,0,0",2019-03-09 01:36:28.208207
0004a30b001febcf,-42,9,868500000,5,71,1,LOC7,2019-03-09 01:36:32.417869
0004a30b0020096f,-37,9.8,868300000,5,7,1,"0,0,0",2019-03-09 01:36:37.839712
0004a30b0020096f,-36,9.5,868100000,5,8,1,"0,0,0",2019-03-09 01:36:42.016680
0004a30b001febcf,-41,9.8,868100000,5,72,1,LOC8,2019-03-09 01:36:43.628100
0004a30b0020096f,-36,9.5,868500000,5,9,1,"0,0,0",2019-03-09 01:36:46.152124
0004a30b001febcf,-41,9.5,868500000,5,73,1,LOC9,2019-03-09 01:36:48.781471
0004a30b0020096f,-34,9,868300000,5,10,1,"0,0,0",2019-03-09 01:36:50.246646
0004a30b001febcf,-41,10,868300000,5,74,1,LOC10,2019-03-09 01:36:52.911355
0004a30b0020096f,-33,9.3,868100000,5,11,1,"0,0,0",2019-03-09 01:36:58.476241
0004a30b001febcf,-42,9.5,868100000,5,75,1,LOC11,2019-03-09 01:37:00.086867
0004a30b0020096f,-36,9.8,868500000,5,11,1,"0,0,0",2019-03-09 01:37:02.759082
0004a30b001febcf,-43,9.5,868500000,5,76,1,LOC12,2019-03-09 01:37:05.274055
0004a30b0020096f,-34,9.3,868300000,5,12,1,"0,0,0",2019-03-09 01:37:06.698141
0004a30b001febcf,-41,10,868300000,5,77,1,LOC13,2019-03-09 01:37:09.422401
0004a30b0020096f,-34,8.8,868500000,5,12,1,"0,0,0",2019-03-09 01:37:14.994059
0004a30b001febcf,-38,9.5,868100000,5,78,1,LOC14,2019-03-09 01:37:15.559212
0004a30b0020096f,-35,11.3,868300000,4,12,1,"0,0,0",2019-03-09 01:37:19.322324
0004a30b001febcf,-39,8.8,868500000,5,79,1,LOC15,2019-03-09 01:37:20.735633
0004a30b0020096f,-33,9.3,868100000,5,13,1,"0,0,0",2019-03-09 01:37:24.604966
0004a30b001febcf,-42,10.5,868300000,5,80,1,LOC16,2019-03-09 01:37:24.869795
0004a30b0020096f,-36,10,868500000,5,13,1,"0,0,0",2019-03-09 01:37:30.883303
0004a30b001febcf,-42,9.5,868100000,5,81,1,LOC17,2019-03-09 01:37:32.055022
0004a30b001febcf,-41,8.8,868500000,5,82,1,LOC18,2019-03-09 01:37:37.220256
0004a30b0020096f,-36,11.5,868100000,4,14,1,"0,0,0",2019-03-09 01:37:41.184338
0004a30b001febcf,-42,8.5,868300000,5,83,1,LOC19,2019-03-09 01:37:41.396771
0004a30b001febcf,-46,9,868100000,5,84,1,LOC20,2019-03-09 01:37:47.571643
0004a30b0020096f,-23,8.8,868100000,5,0,1,ping,2019-03-09 01:37:51.684111
0004a30b001febcf,-51,9.3,868500000,5,85,1,LOC21,2019-03-09 01:37:52.705499
0004a30b0020096f,-24,9.5,868300000,5,1,1,"0,0,0",2019-03-09 01:37:56.479130
0004a30b001febcf,-43,10.5,868300000,5,86,1,LOC22,2019-03-09 01:37:56.842941
0004a30b0020096f,-26,9.8,868500000,5,1,1,"0,0,0",2019-03-09 01:38:00.805069
0004a30b001febcf,-45,9,868100000,5,87,1,LOC23,2019-03-09 01:38:04.072654
0004a30b001febcf,-49,8.8,868500000,5,87,1,LOC23,2019-03-09 01:38:10.335440
0004a30b001febcf,-46,9.5,868300000,5,88,1,LOC24,2019-03-09 01:38:14.498918
0004a30b001febcf,-48,9.3,868100000,5,89,1,LOC25,2019-03-09 01:38:19.661300
0004a30b001febcf,-53,9.5,868500000,5,90,1,LOC26,2019-03-09 01:38:24.821502
0004a30b001febcf,-51,10.3,868300000,5,91,1,LOC27,2019-03-09 01:38:28.953867
0004a30b001febcf,-55,9.5,868100000,5,92,1,LOC28,2019-03-09 01:38:36.127928
0004a30b001febcf,-42,8.5,868500000,5,93,1,LOC29,2019-03-09 01:38:41.297092
0004a30b001febcf,-42,9.3,868300000,5,94,1,LOC30,2019-03-09 01:38:45.455848
0004a30b001febcf,-40,8.5,868100000,5,95,1,LOC31,2019-03-09 01:38:51.626287
0004a30b001febcf,-51,10.3,868500000,5,96,1,LOC32,2019-03-09 01:38:56.787790
0004a30b001febcf,-47,8.8,868300000,5,97,1,LOC33,2019-03-09 01:39:00.946271
0004a30b001febcf,-49,10.3,868100000,5,98,1,LOC34,2019-03-09 01:39:08.115451
0004a30b0020096f,-21,8.5,868500000,5,0,1,ping,2019-03-09 01:39:12.173546
0004a30b001febcf,-52,9,868500000,5,99,1,LOC35,2019-03-09 01:39:13.292474
0004a30b0020096f,-23,9,868300000,5,1,1,"0,0,0",2019-03-09 01:39:17.057684
0004a30b001febcf,-50,8,868300000,5,100,1,LOC36,2019-03-09 01:39:17.420517
0004a30b0020096f,-23,9.5,868100000,5,1,1,"0,0,0",2019-03-09 01:39:21.334143
0004a30b001febcf,-57,9.5,868100000,5,101,1,LOC37,2019-03-09 01:39:23.606820
0004a30b001febcf,-55,8.8,868500000,5,102,1,LOC38,2019-03-09 01:39:28.770648
0004a30b0020096f,-24,11,868300000,4,2,1,"0,0,0",2019-03-09 01:39:29.483334
0004a30b0020096f,-35,9.5,868100000,5,3,1,"0,0,0",2019-03-09 01:39:33.555278
0004a30b001febcf,-41,9.8,868300000,5,0,1,LOC38,2019-03-09 01:39:34.423358
0004a30b0020096f,-36,8.5,868500000,5,3,1,"0,0,0",2019-03-09 01:39:37.871955
0004a30b001febcf,-43,9.3,868100000,5,1,1,LOC39,2019-03-09 01:39:38.557087
0004a30b001febcf,-47,8.5,868500000,5,2,1,LOC40,2019-03-09 01:39:42.730997
0004a30b0020096f,-24,10,868100000,5,0,1,ping,2019-03-09 01:39:47.448430
0004a30b001febcf,-40,9.8,868100000,5,3,1,LOC41,2019-03-09 01:39:50.914572
0004a30b0020096f,-27,9.8,868500000,5,1,1,"0,0,0",2019-03-09 01:39:52.276444
0004a30b001febcf,-47,9,868500000,5,4,1,LOC42,2019-03-09 01:39:55.041303
0004a30b0020096f,-22,9,868300000,5,1,1,"0,0,0",2019-03-09 01:39:56.551292
0004a30b001febcf,-42,9.5,868300000,5,5,1,LOC43,2019-03-09 01:39:59.228942
0004a30b0020096f,-25,11.5,868500000,4,2,1,"0,0,0",2019-03-09 01:40:04.642414
0004a30b001febcf,-41,9,868100000,5,6,1,LOC44,2019-03-09 01:40:07.413253
0004a30b0020096f,-34,9.3,868100000,5,3,1,"0,0,0",2019-03-09 01:40:08.675862
0004a30b001febcf,-33,10,868300000,5,7,1,LOC45,2019-03-09 01:40:11.542117
0004a30b0020096f,-35,9,868300000,5,4,1,"0,0,0",2019-03-09 01:40:12.802825
0004a30b001febcf,-40,8.3,868500000,5,8,1,LOC46,2019-03-09 01:40:15.714826
0004a30b001febcf,-31,10.5,868100000,5,9,1,LOC47,2019-03-09 01:40:22.889742
0004a30b0020096f,-39,9,868300000,5,4,1,"0,0,0",2019-03-09 01:40:25.102468
0004a30b001febcf,-33,10,868500000,5,10,1,LOC48,2019-03-09 01:40:28.031806
0004a30b0020096f,-37,9.3,868100000,5,4,1,"0,0,0",2019-03-09 01:40:29.401402
0004a30b001febcf,-29,9.3,868300000,5,11,1,LOC49,2019-03-09 01:40:32.213008
0004a30b0020096f,-39,10,868500000,4,5,1,"0,0,0",2019-03-09 01:40:39.041531
0004a30b001febcf,-37,10.5,868100000,5,12,1,LOC0,2019-03-09 01:40:39.459495
0004a30b0020096f,-39,12,868100000,4,5,1,"0,0,0",2019-03-09 01:40:43.382004
0004a30b001febcf,-47,9.5,868300000,5,13,1,LOC1,2019-03-09 01:40:44.605795
0004a30b0020096f,-37,10,868300000,5,6,1,"0,0,0",2019-03-09 01:40:47.232382
0004a30b001febcf,-43,9.8,868500000,5,14,1,LOC2,2019-03-09 01:40:48.753214
0004a30b001febcf,-45,9,868100000,5,15,1,LOC3,2019-03-09 01:40:54.924368
0004a30b001febcf,-48,9,868300000,5,16,1,LOC4,2019-03-09 01:41:01.213264
0004a30b0020096f,-36,9,868500000,5,7,1,"0,0,0",2019-03-09 01:41:03.711820
0004a30b001febcf,-41,8.3,868500000,5,17,1,LOC5,2019-03-09 01:41:05.226114
0004a30b0020096f,-36,9.3,868300000,5,8,1,"0,0,0",2019-03-09 01:41:07.797044
0004a30b001febcf,-52,9,868100000,5,18,1,LOC6,2019-03-09 01:41:11.415848
0004a30b0020096f,-34,9.3,868100000,5,9,1,"0,0,0",2019-03-09 01:41:11.939913
0004a30b001febcf,-41,9.5,868500000,5,18,1,LOC6,2019-03-09 01:41:17.710813
0004a30b001febcf,-35,12.5,868300000,4,19,1,LOC7,2019-03-09 01:41:21.887490
0004a30b0020096f,-37,9.5,868500000,5,10,1,"0,0,0",2019-03-09 01:41:25.734955
0004a30b001febcf,-46,8.8,868100000,5,20,1,LOC8,2019-03-09 01:41:27.103372
0004a30b0020096f,-34,9.3,868100000,5,11,1,"0,0,0",2019-03-09 01:41:29.861712
0004a30b001febcf,-52,8.3,868500000,5,20,1,LOC8,2019-03-09 01:41:33.374946
0004a30b0020096f,-35,9,868300000,5,12,1,"0,0,0",2019-03-09 01:41:33.999374
0004a30b0020096f,-37,9.5,868500000,5,12,1,"0,0,0",2019-03-09 01:41:38.270638
0004a30b001febcf,-43,8.8,868100000,5,20,1,LOC8,2019-03-09 01:41:43.690735
0004a30b0020096f,-35,11.3,868100000,4,13,1,"0,0,0",2019-03-09 01:41:46.407344
0004a30b0020096f,-36,9.8,868300000,5,14,1,"0,0,0",2019-03-09 01:41:50.487633
0004a30b001febcf,-43,10,868500000,4,21,1,LOC9,2019-03-09 01:41:52.197399
0004a30b0020096f,-36,9.5,868500000,5,15,1,"0,0,0",2019-03-09 01:41:54.568051
0004a30b001febcf,-48,10.5,868100000,5,22,1,LOC10,2019-03-09 01:41:59.433931
0004a30b0020096f,-36,8.8,868500000,5,16,1,"0,0,0",2019-03-09 01:42:12.444977
0004a30b001febcf,-46,9.8,868100000,5,23,1,LOC12,2019-03-09 01:42:16.672524
0004a30b0020096f,-36,9.3,868100000,5,17,1,"0,0,0",2019-03-09 01:42:20.841434
0004a30b001febcf,-51,9.8,868300000,5,23,1,LOC12,2019-03-09 01:42:20.957403
0004a30b0020096f,-36,8.5,868500000,5,17,1,"0,0,0",2019-03-09 01:42:25.126152
0004a30b0020096f,-34,9.5,868100000,5,18,1,"0,0,0",2019-03-09 01:42:33.039996
0004a30b001febcf,-43,11.3,868100000,4,24,1,LOC13,2019-03-09 01:42:33.514271
0004a30b0020096f,-34,9,868300000,5,19,1,"0,0,0",2019-03-09 01:42:37.179521
0004a30b001febcf,-43,9.5,868300000,5,25,1,LOC14,2019-03-09 01:42:37.691399
0004a30b0020096f,-36,11,868500000,5,19,1,"0,0,0",2019-03-09 01:42:41.464135
0004a30b001febcf,-49,9.3,868500000,5,26,1,LOC15,2019-03-09 01:42:49.927073
0004a30b001febcf,-51,9.8,868300000,5,27,1,LOC16,2019-03-09 01:42:54.092360
0004a30b0020096f,-24,9.3,868300000,5,0,1,ping,2019-03-09 01:42:56.353198
0004a30b0020096f,-23,8.5,868100000,5,1,1,"0,0,0",2019-03-09 01:43:01.394390
0004a30b0020096f,-25,9,868500000,5,2,1,"0,0,0",2019-03-09 01:43:05.340551
0004a30b001febcf,-47,8.5,868500000,5,28,1,LOC17,2019-03-09 01:43:07.553405
0004a30b001febcf,-54,8.8,868300000,5,29,1,LOC18,2019-03-09 01:43:11.675348
0004a30b0020096f,-24,10.3,868300000,5,3,1,"0,0,0",2019-03-09 01:43:13.554654
0004a30b0020096f,-25,9,868500000,5,4,1,"0,0,0",2019-03-09 01:43:17.662859
0004a30b001febcf,-46,9.5,868100000,5,30,1,LOC19,2019-03-09 01:43:17.885913
0004a30b0020096f,-23,8.5,868100000,5,4,1,"0,0,0",2019-03-09 01:43:21.958467
0004a30b001febcf,-47,9,868500000,5,31,1,LOC20,2019-03-09 01:43:22.053077
0004a30b001febcf,-49,9,868300000,5,32,1,LOC21,2019-03-09 01:43:26.187611
0004a30b0020096f,-24,11.8,868300000,4,4,1,"0,0,0",2019-03-09 01:43:30.299941
0004a30b001febcf,-49,10.3,868100000,5,33,1,LOC22,2019-03-09 01:43:33.371136
0004a30b0020096f,-36,10.3,868100000,5,5,1,"0,0,0",2019-03-09 01:43:34.237427
0004a30b0020096f,-37,8.5,868500000,5,6,1,"0,0,0",2019-03-09 01:43:38.348198
0004a30b001febcf,-40,9.3,868300000,5,0,1,LOC22,2019-03-09 01:43:39.028322
0004a30b001febcf,-37,10,868100000,5,1,1,LOC23,2019-03-09 01:43:43.182639
0004a30b001febcf,-37,9.5,868500000,5,2,1,LOC24,2019-03-09 01:43:47.300429
0004a30b0020096f,-37,8.8,868500000,5,6,1,"0,0,0",2019-03-09 01:43:50.626850
0004a30b0020096f,-34,9.8,868100000,4,7,1,"0,0,0",2019-03-09 01:43:52.196670
0004a30b001febcf,-37,9.8,868100000,5,3,1,LOC25,2019-03-09 01:43:55.509388
0004a30b001febcf,-37,9.8,868300000,5,4,1,LOC26,2019-03-09 01:43:59.682309
0004a30b0020096f,-36,9.8,868300000,5,8,1,"0,0,0",2019-03-09 01:44:00.393707
0004a30b001febcf,-31,9.5,868500000,5,4,1,LOC26,2019-03-09 01:44:03.967533
0004a30b0020096f,-37,9.5,868500000,5,9,1,"0,0,0",2019-03-09 01:44:08.580339
0004a30b001febcf,-35,11,868100000,4,5,1,LOC27,2019-03-09 01:44:11.160813
0004a30b001febcf,-45,9.3,868300000,5,6,1,LOC28,2019-03-09 01:44:15.367994
0004a30b0020096f,-37,10,868300000,5,10,1,"0,0,0",2019-03-09 01:44:16.842150
0004a30b001febcf,-45,9.3,868500000,5,7,1,LOC29,2019-03-09 01:44:19.554122
0004a30b0020096f,-35,9,868100000,5,11,1,"0,0,0",2019-03-09 01:44:20.978241
0004a30b0020096f,-37,8.8,868500000,5,12,1,"0,0,0",2019-03-09 01:44:25.100438
0004a30b001febcf,-45,9.5,868500000,5,8,1,LOC30,2019-03-09 01:44:32.773856
0004a30b001febcf,-45,10,868300000,5,9,1,LOC31,2019-03-09 01:44:36.938404
0004a30b001febcf,-48,10,868100000,5,10,1,LOC32,2019-03-09 01:44:41.054283
0004a30b0020096f,-25,9.3,868300000,5,0,1,ping,2019-03-09 01:44:47.525418
0004a30b001febcf,-55,9.5,868500000,5,11,1,LOC33,2019-03-09 01:44:48.239393
0004a30b0020096f,-24,9.8,868100000,5,1,1,"0,0,0",2019-03-09 01:44:51.865658
0004a30b001febcf,-57,8.8,868300000,5,12,1,LOC34,2019-03-09 01:44:52.383968
0004a30b0020096f,-24,10,868500000,5,1,1,"0,0,0",2019-03-09 01:44:56.155635
0004a30b001febcf,-48,9.8,868100000,5,13,1,LOC35,2019-03-09 01:44:56.565820
0004a30b0020096f,-23,11.8,868100000,4,1,1,"0,0,0",2019-03-09 01:45:04.497072
0004a30b001febcf,-46,9,868500000,5,14,1,LOC36,2019-03-09 01:45:04.714296
0004a30b0020096f,-24,10.8,868500000,4,1,1,"0,0,0",2019-03-09 01:45:08.788636
0004a30b001febcf,-55,9,868300000,5,15,1,LOC37,2019-03-09 01:45:08.902685
0004a30b001febcf,-46,9.8,868100000,5,16,1,LOC38,2019-03-09 01:45:13.026168
0004a30b0020096f,-29,13.5,868300000,3,1,1,"0,0,0",2019-03-09 01:45:13.249563
0004a30b001febcf,-55,9.5,868500000,5,17,1,LOC39,2019-03-09 01:45:20.227118
0004a30b001febcf,-46,8,868300000,5,18,1,LOC40,2019-03-09 01:45:24.385267
0004a30b001febcf,-46,9,868100000,5,19,1,LOC41,2019-03-09 01:45:28.547527
0004a30b0020096f,-25,12.5,868100000,3,1,1,"0,0,0",2019-03-09 01:45:33.666271
0004a30b001febcf,-61,9.3,868500000,5,20,1,LOC42,2019-03-09 01:45:36.736578
0004a30b0020096f,-21,8.5,868500000,2,2,1,"0,0,0",2019-03-09 01:45:38.448263
0004a30b001febcf,-54,8.8,868300000,5,21,1,LOC43,2019-03-09 01:45:40.871698
0004a30b001febcf,-57,9,868100000,5,22,1,LOC44,2019-03-09 01:45:44.997436
0004a30b001febcf,-48,9.3,868500000,5,23,1,LOC45,2019-03-09 01:45:52.222585
0004a30b001febcf,-49,9.8,868300000,5,24,1,LOC46,2019-03-09 01:45:56.342691
0004a30b001febcf,-48,8.8,868100000,5,25,1,LOC47,2019-03-09 01:46:00.525695
0004a30b0020096f,-36,10.3,868300000,5,3,1,"0,0,0",2019-03-09 01:46:06.983592
0004a30b001febcf,-52,8.5,868500000,5,26,1,LOC48,2019-03-09 01:46:08.693068
0004a30b001febcf,-49,8.3,868300000,5,27,1,LOC49,2019-03-09 01:46:12.817563
0004a30b001febcf,-42,10.3,868100000,0,28,1,LOC0,2019-03-09 01:46:21.389583
0004a30b001febcf,-53,9.3,868500000,5,29,1,LOC1,2019-03-09 01:46:26.804101
0004a30b0020096f,-37,10.5,868100000,5,3,1,"0,0,0",2019-03-09 01:46:29.577288
0004a30b001febcf,-57,8.5,868300000,5,30,1,LOC2,2019-03-09 01:46:30.988931
0004a30b001febcf,-49,8.8,868500000,5,31,1,LOC3,2019-03-09 01:46:41.161369
0004a30b001febcf,-47,9,868300000,5,32,1,LOC4,2019-03-09 01:46:45.325277
0004a30b0020096f,-24,9.8,868100000,5,0,1,ping,2019-03-09 01:46:48.640727
0004a30b001febcf,-49,8.8,868500000,5,33,1,LOC5,2019-03-09 01:46:57.568132
0004a30b001febcf,-47,8.3,868300000,5,34,1,LOC6,2019-03-09 01:47:01.723469
0004a30b001febcf,-51,9.5,868500000,5,35,1,LOC7,2019-03-09 01:47:13.908778
0004a30b001febcf,-41,9,868300000,5,36,1,LOC8,2019-03-09 01:47:18.081218
0004a30b001febcf,-40,8.8,868500000,5,37,1,LOC9,2019-03-09 01:47:29.293828
0004a30b001febcf,-42,8.5,868300000,5,38,1,LOC10,2019-03-09 01:47:33.419924
0004a30b001febcf,-47,9.8,868500000,5,39,1,LOC11,2019-03-09 01:47:45.641581
0004a30b001febcf,-40,8.8,868300000,5,40,1,LOC12,2019-03-09 01:47:49.817132
0004a30b001febcf,-40,8.3,868500000,5,41,1,LOC13,2019-03-09 01:48:02.033133
0004a30b001febcf,-41,9,868300000,5,42,1,LOC14,2019-03-09 01:48:06.204155
0004a30b001febcf,-54,8.8,868500000,5,43,1,LOC15,2019-03-09 01:48:17.418181
0004a30b001febcf,-51,10,868300000,5,44,1,LOC16,2019-03-09 01:48:21.544091
0004a30b001febcf,-48,8.8,868500000,5,45,1,LOC17,2019-03-09 01:48:33.764761
0004a30b001febcf,-39,9.5,868300000,5,46,1,LOC18,2019-03-09 01:48:37.939643
0004a30b001febcf,-44,8.5,868500000,5,47,1,LOC19,2019-03-09 01:48:50.157643
0004a30b001febcf,-37,10,868300000,5,48,1,LOC20,2019-03-09 01:48:54.276915
0004a30b0020096f,-27,9,868500000,5,0,1,ping,2019-03-09 01:49:26.998782
0004a30b0020096f,-23,9,868100000,5,1,1,"0,0,0",2019-03-09 01:49:31.875327
0004a30b0020096f,-24,9.5,868300000,5,2,1,"0,0,0",2019-03-09 01:49:36.040964
0004a30b0020096f,-23,9.3,868100000,5,2,1,"0,0,0",2019-03-09 01:49:44.300454
0004a30b0020096f,-24,11,868300000,4,3,1,"0,0,0",2019-03-09 01:49:48.366435
